id,name_ko,name_en,lat,lng,desc_ko,desc_en,desc_ja
POI030,삼각지역,Samgakji station,37.53439257,126.9733264,"삼각지역은 세계 각국의 미식, 최첨단 뷰티 체험, 그리고 문화 공연부터 편안한 웰니스 공간까지 다채로운 매력이 어우러진 다면적인 여행의 중심지로 자리매김했습니다. 처음 방문하는 사람과 기존 방문객 모두에게 완벽한 이 지역은 현지의 매력과 국제적인 감각이 어우러져 활력 넘치는 서울의 라이프스타일을 탐험하기에 이상적인 관문입니다.","Samgakji Station stands out as a multifaceted travel hub, seamlessly blending global culinary delights, cutting-edge beauty experiences, and diverse attractions—from cultural shows to relaxing wellness spots. Perfect for both first-time and seasoned visitors, this area offers an energizing mix of local charm and international flair, making it an ideal gateway for exploring Seoul’s vibrant lifestyle.",三角地駅は、世界各国のグルメ、最先端の美容体験、そして文化的なショーからリラックスできるウェルネススポットまで、多様なアトラクションがシームレスに融合した、多面的な旅行拠点として際立っています。初めて訪れる方にも、ベテランの旅行者にも最適なこのエリアは、地元の魅力と国際的な雰囲気が融合した活気あふれる空間で、ソウルの活気あふれるライフスタイルを体験するための理想的な玄関口となっています。
POI032,서울식물원·마곡나루역,Seoul Botanic Park·Magongnaru station,37.56917015,126.8360016,"강서구 마곡에 위치한 서울식물원은 서울 최초로 식물원과 공원이 하나로 어우러진 공간입니다. 숲, 정원, 호수, 습지가 공존하는 서울식물원의 테마존에는 세계 12개 주요 도시를 대표하는 식물들이 자리하고 있습니다. 김포공항(10분), 인천공항(40분)과도 가까운 거리에 있으며, 지하철역과도 바로 연결되어 있어 편리하게 시설을 이용할 수 있습니다. 서울식물원은 서울의 도시 생태를 발전시키기 위해 조성되었으며, 세계 12개 도시의 식물을 전시합니다. 도시 전체의 녹지 공간을 확대하기 위한 노력의 일환으로, 문화 행사 개최 외에도 교육 프로그램을 제공하여 시민들이 자연과 다시 교감할 수 있는 공간으로 활용됩니다.","Located in Magok, Gangseo-gu, Seoul Botanic Park is the first facility in Seoul to combine botanical garden and park in one space. A space where a forest, garden, lake, and marsh coexist together, Seoul Botanic Park's theme zone houses plants representing 12 major cities around the world. Within close distance from Gimpo Airport (10 minute) and Incheon Airport (40 minute), Seoul Botanic Park is also directly connected with the subway station, allowing visitors to easily access its facilities. Seoul Botanic Park was created to advance the urban ecology of Seoul and will display plants from 12 cities around the world. As part of an effort to expand green spaces around the city, this facility offers educational programs on top of hosting cultural events, serving as a space where city residents can get back in touch with nature. ",江西区麻谷にあるソウル植物園は、ソウルで初めて植物園と公園が融合した施設です。森、庭園、湖、湿地が共存する空間であるソウル植物園のテーマゾーンには、世界の主要12都市の植物が展示されています。金浦空港（10分）と仁川空港（40分）から近い距離にあり、地下鉄駅にも直結しているため、アクセスも便利です。ソウル植物園は、ソウルの都市生態学の向上を目的として造成され、世界の12都市の植物が展示されます。都市の緑地拡大を目指し、文化イベントの開催に加え、教育プログラムも提供し、都心に住む人々が自然と触れ合える空間となっています。
POI033,서울역,Seoul station,37.55467884,126.9706069,"한국의 활기 넘치는 수도 중심부에 자리 잡은 서울역은 단순한 환승 허브를 넘어, 과거와 현재가 아름답게 어우러진 문화적 랜드마크입니다. 서울의 핵심 관문인 이 활기 넘치는 역은 여행객들에게 현대와 전통이 어우러진 흥미로운 경험을 선사합니다. 인천공항에서 출발하든, 고속철도(KTX)를 타고 전국 곳곳을 여행하든, 서울역은 풍부한 환승 시설과 최고급 편의시설을 통해 편안한 여행 경험을 선사합니다. 교통의 중심지로서의 역할 외에도 서울의 풍부한 역사와 생동감 넘치는 문화를 경험할 수 있는 서울역은 역사 애호가, 문화 애호가, 그리고 여행객 모두에게 꼭 들러야 할 곳입니다.","Seoul Station, nestled in the heart of South Korea's vibrant capital, is far more than just a transit hub—it's a cultural landmark that beautifully marries the past with the present. As a pivotal gateway to Seoul, this bustling station offers travelers an intriguing blend of modernity and tradition. Whether you're arriving from Incheon Airport or embarking on a high-speed KTX train to explore the rest of Korea, Seoul Station ensures a seamless travel experience with its extensive connections and top-notch amenities. Beyond its role as a transportation center, it invites visitors to delve into the rich history and vibrant culture of Seoul, making it an essential stop for history buffs, culture enthusiasts, and travelers alike.",活気あふれる韓国の首都の中心部に位置するソウル駅は、単なる交通拠点にとどまりません。過去と現在が美しく融合する、文化的なランドマークです。ソウルへの重要な玄関口として、活気あふれるこの駅は、旅行者に現代と伝統が融合した魅力的な空間を提供しています。仁川空港から到着する場合でも、高速鉄道KTXに乗って韓国各地を探索する場合でも、ソウル駅は充実した接続と最高級のアメニティでシームレスな移動体験を保証します。交通の要衝としての役割にとどまらず、ソウルの豊かな歴史と活気ある文化を深く探求する旅へと誘う、歴史愛好家、文化愛好家、そして旅行者にとって欠かせない場所となっています。
POI037,신논현역·논현역,Sinnonhyeon·Nonhyeon station,37.50708946,127.0228736,"서울 강남구에 위치한 신논현과 논현은 활기 넘치는 나이트라이프, 트렌디한 분위기, 그리고 다채로운 먹거리로 유명합니다. 이 지역은 지역 주민과 관광객 모두에게 인기 있는 곳으로, 엔터테인먼트, 쇼핑, 그리고 미식 경험을 모두 제공합니다.","Sinnonhyeon and Nonhyeon, located in the Gangnam district of Seoul, are known for their vibrant nightlife, trendy atmosphere, and diverse dining scene. The area is popular with both locals and tourists, offering a mix of entertainment, shopping, and culinary experiences. ",ソウルの江南区に位置する新論峴と論峴は、活気あふれるナイトライフ、トレンディな雰囲気、そして多様なグルメシーンで知られています。エンターテイメント、ショッピング、そしてグルメ体験が融合したこのエリアは、地元の人々や観光客に人気です。
POI039,신림역,Sillim station,37.48294081,126.9489856,"신림은 전통 순대인 ""순대""로 유명한 인기 먹거리 거리인 신림동 순대타운으로 잘 알려져 있습니다. 활기 넘치는 분위기의 번화한 지역이기도 하며, 특히 쇼핑몰과 다양한 레스토랑, 그리고 서울대학교와의 근접성으로 유명합니다.","Sillim is well-known for Sillim-dong Sundae Town, a popular food street famous for its traditional Korean blood sausage, known as ""sundae"". It's also a bustling area with a vibrant atmosphere, particularly known for its shopping malls, diverse restaurants, and proximity to Seoul National University. ",新林は、韓国の伝統的な血のソーセージ「スンデ」で有名な人気のグルメストリート、新林洞スンデタウンでよく知られています。また、活気に満ちた雰囲気の賑やかなエリアでもあり、特にショッピングモール、多様なレストラン、そしてソウル大学への近さで知られています。
POI040,신촌·이대역,Sinchon·Ewha Womans University station,37.56111073,126.9465464,"신촌역과 이대역 일대는 활기찬 대학 문화, 번화한 쇼핑가, 그리고 활기찬 분위기로 유명합니다. 이화여대, 연세대, 서강대 등 명문 대학들이 밀집해 있어 젊은 세대, 특히 학생들에게 인기 있는 곳입니다.","Sinchon and Ewha Womans University station area is renowned for its vibrant university culture, bustling shopping streets, and lively atmosphere. It's a popular spot for young people, especially students, due to the concentration of universities like Ewha Womans University, Yonsei University, and Sogang University. ",新村駅と梨花女子大学駅周辺は、活気あふれる大学文化、賑やかな商店街、そして活気のある雰囲気で知られています。梨花女子大学、延世大学、西江大学といった大学が集中しているため、若者、特に学生に人気のスポットです。
POI042,역삼역,Yeoksam station,37.5007861,127.036886,"서울 역삼역은 테헤란로, 일명 ""테헤란 밸리""의 중심지로, 첨단 기술과 비즈니스의 중심지입니다. 기업 본사와 고층 오피스 빌딩이 밀집해 있으며, 첨단 기술 산업으로 활기 넘치는 분위기로 유명합니다. 또한, 다양한 외식, 뷰티, 엔터테인먼트 시설을 갖추고 있어 비즈니스와 레저 여행객 모두에게 인기 있는 곳입니다.","Yeoksam station in Seoul is renowned as a central hub within the Teheran-ro district, also known as ""Teheran Valley"", which is a major tech and business center. It's known for its high concentration of corporate headquarters, high-rise office buildings, and a vibrant atmosphere fueled by the tech industry. Additionally, the area offers a wide array of dining, beauty, and entertainment options, making it a popular destination for both business and leisure. ",ソウルの駅三駅は、テヘラン路地区（別名「テヘランバレー」）の中心地として知られています。テヘラン路地区は、テクノロジーとビジネスの中心地として知られています。企業の本社や高層オフィスビルが密集し、テクノロジー産業が活気を帯びた活気ある雰囲気で知られています。さらに、このエリアには様々な飲食店、美容施設、エンターテイメント施設が揃っており、ビジネスとレジャーの両方で人気のスポットとなっています。
POI045,왕십리역,Wangsimni station,37.56861014,127.0204336,"서울 왕십리는 주요 교통 중심지이자 활기 넘치는 상업 지역이며, 옛것과 새것이 조화를 이루는 곳으로 유명합니다. 여러 노선이 지나가는 번화한 환승역인 왕십리역과 대형 쇼핑몰인 엔터식스 왕십리로 유명합니다. 또한, 왕십리에는 소고기 소장 맛집으로 유명한 ""곱창 골목""이 있습니다. 또한, 전통 시장과 트렌디한 맛집, 뷰티 서비스가 만나는 곳이기도 합니다.","Wangsimni, in Seoul, South Korea, is known for several things, including being a major transportation hub, a vibrant commercial area, and a place with a mix of old and new. It's famous for its Wangsimni Station, a bustling transit point with multiple subway lines, and for Enter-6 Wangsimni, a large shopping mall. Additionally, Wangsimni boasts a ""Gopchang Street"" known for its abundance of beef small intestine restaurants. It's also a place where traditional markets meet trendy eateries and beauty services.",韓国ソウルの往十里は、主要な交通拠点、活気ある商業地区、そして新旧が融合する街として知られています。複数の地下鉄路線が乗り入れる賑やかな交通拠点である往十里駅と、大型ショッピングモール「ENTER-6往十里」が有名です。また、往十里には牛モツ専門店が軒を連ねる「コプチャン通り」があります。伝統的な市場と流行の飲食店、美容サービスが融合する場所でもあります。
POI046,용산역,Yongsan station,37.52952171,126.9645409,"용산역은 서울의 주요 교통 중심지로, 고속철도와 장거리 열차, 특히 호남선, 경원선, 경부선의 종착역으로 유명합니다. 수도권 전철과 연결되어 있으며, 용산전자상가와 대형 쇼핑 및 엔터테인먼트 단지인 아이파크몰과 인접해 있습니다.","Yongsan Station is a major transportation hub in Seoul, South Korea, known for its role as a terminus for high-speed and long-distance trains, especially those on the Honam, Gyeongwon, and Gyeongbu Lines. It also connects to the Seoul Metropolitan Subway and is adjacent to the Yongsan Electronics Market and I'Park Mall, a large shopping and entertainment complex. ",龍山駅は韓国ソウルの主要な交通ハブであり、高速鉄道と長距離鉄道、特に湖南線、京元線、京釜線の終着駅として知られています。また、ソウル首都圏地下鉄にも接続しており、龍山電子商店街と大型ショッピング・エンターテイメント複合施設「アイパークモール」に隣接しています。
POI053,합정역,Hapjeong station,37.54983699,126.9136696,"합정역은 트렌디한 카페, 다채로운 레스토랑, 그리고 다채로운 문화 공간으로 서울의 활기 넘치는 중심지로 잘 알려져 있습니다. 쇼핑, 식사, 엔터테인먼트가 어우러진 이곳은 지역 주민과 관광객 모두에게 인기 있는 명소입니다. 드라마 '미생'의 촬영지로도 잘 알려져 있습니다.","Hapjeong Station is known as the vibrant center of Seoul, especially for its trendy cafes, diverse restaurants, and diverse cultural scene. With a mix of shopping, dining, and entertainment options, it is a popular destination for both locals and tourists. It is also known as the filming location for the drama 'Misaeng: Incomplete Life'.",合井駅は、特に流行のカフェ、多様なレストラン、そして多様な文化シーンで、活気あふれるソウルの中心地として知られています。ショッピング、ダイニング、エンターテイメントが融合したこの駅は、地元の人々だけでなく観光客にも人気のスポットです。ドラマ『未生～未生～』のロケ地としても知られています。
POI054,혜화역,Hyehwa station,37.58241297,127.0037824,"혜화역은 서울의 활기 넘치는 극장가인 대학로의 관문으로 널리 알려져 있습니다. 이 지역에는 수많은 소극장이 있어 연극, 뮤지컬, 콘서트 등 다양한 공연 예술의 중심지입니다. 혜화역은 극장이 밀집해 있고 예술적인 분위기가 물씬 풍겨 ""한국의 라라랜드""라고 불리기도 합니다.","Hyehwa station is primarily known as the gateway to Daehangno (University Road), Seoul's vibrant theater district. The area boasts numerous small theaters, making it a hub for performing arts, including plays, musicals, and concerts. Hyehwa is often referred to as ""Korea's La La Land"" due to its concentration of theaters and artistic atmosphere. ",恵化駅は、ソウルの活気ある劇場街、大学路（テハンノ）への玄関口として知られています。このエリアには数多くの小劇場があり、演劇、ミュージカル、コンサートなど、舞台芸術の中心地となっています。恵化駅は、劇場が密集し、芸術的な雰囲気が漂うことから、「韓国のラ・ラ・ランド」と呼ばれることもあります。
POI058,가락시장,Garak Market,37.49266,127.11553,"서울에 위치한 가락시장은 온갖 신선한 상품을 판매하는 거대하고 활기 넘치는 도매 중심지와 같습니다. 거대한 농산물 직거래 장터나 수산시장과 비슷하지만 산업적인 규모를 갖춘 곳을 상상해 보세요. 식당, 슈퍼마켓, 그리고 소규모 상인들이 농산물과 해산물을 사러 가는 곳이지만, 일반인에게도 개방되어 있습니다.
가락시장은 몇 가지 주요 구역으로 나뉩니다. 하나는 농산물 코너로, 김치배추 같은 지역 특산품부터 흔한 품목까지 상상할 수 있는 모든 종류의 과일과 채소가 가득 담긴 상자들이 높이 쌓여 있는 것을 볼 수 있습니다. 다른 주요 구역은 해산물 코너입니다. 이곳에서는 살아있는 게와 꿈틀거리는 장어부터 다양한 종류의 생선까지 모든 것을 파는 상인들이 활기차고 때로는 시끌벅적한 분위기를 자아냅니다. 시장 일부 구역에는 신선한 해산물을 사서 바로 조리해 주는 식당들이 있습니다.","Garak Market, located in Seoul, South Korea, is like a massive, bustling wholesale hub for all things fresh. Imagine a place similar to a giant farmers market or a fish market, but on an industrial scale. It’s where restaurants, supermarkets, and small business owners go to get their produce and seafood, but it’s also open to the public. 
It’s divided into a few main sections. One is for produce, where you'll see towering stacks of boxes filled with every kind of fruit and vegetable you can imagine, from local specialties like kimchi cabbage to more common items. The other major section is for seafood. Here, you'll find a lively, and sometimes loud, atmosphere with vendors selling everything from live crabs and squirming eels to a huge variety of fish. Some parts of the market have restaurants where you can buy fresh seafood and have it prepared and cooked for you right there.","韓国のソウルにある可楽市場は、あらゆる新鮮な食材が集まる巨大で活気あふれる卸売市場です。巨大な農産物市場や魚市場を想像してみてください。ただし、産業規模の市場です。レストラン、スーパーマーケット、中小企業のオーナーが農産物や魚介類を仕入れる場所ですが、一般の人も利用できます。
市場はいくつかの主要なセクションに分かれています。1つは青果セクションで、キムチキャベツなどの地元の特産品から一般的なものまで、あらゆる種類の果物や野菜が詰まった箱が山積みになっています。もう1つの主要なセクションは魚介類セクションです。生きたカニや身もだえするウナギから、多種多様な魚まで、あらゆるものを売る商人が集まり、活気があり、時には騒がしい雰囲気が漂います。市場の一部のエリアには、新鮮な魚介類を購入し、その場で調理してもらうことができるレストランがあります。"
